who,voting-status,party,sir-state,shared?,content-bias,xcor,ycor
114,will-vote,B,susceptible,FALSE,neutral,1.429852989,-2.775588659
239,will-not-vote,B,susceptible,FALSE,neutral,-0.495156941,2.853468783
344,will-vote,A,susceptible,FALSE,neutral,-11.85112346,-3.011382149
294,will-vote,A,susceptible,FALSE,neutral,2.096231661,2.078406339
18,will-not-vote,B,susceptible,FALSE,neutral,-9.567125914,-1.134004503
36,will-vote,B,susceptible,FALSE,neutral,7.140215429,16.22426484
191,will-vote,A,susceptible,FALSE,neutral,16.10043311,10.49177263
287,will-vote,B,susceptible,FALSE,neutral,-6.264669188,-6.273815365
426,will-vote,B,susceptible,FALSE,neutral,10.06967987,-16.42868512
407,will-vote,B,susceptible,FALSE,neutral,11.27010606,-8.675690532
153,will-not-vote,A,susceptible,FALSE,neutral,9.077679384,-7.136707658
218,will-vote,A,infected,TRUE,partyA,-12.41605426,-14.64350133
272,will-vote,A,susceptible,FALSE,neutral,-4.756871477,-6.228229179
186,will-not-vote,None,susceptible,FALSE,neutral,-11.34531498,-14.76234232
213,will-not-vote,A,susceptible,FALSE,neutral,-3.784415506,1.566051285
68,will-vote,B,susceptible,FALSE,neutral,12.85627106,6.168602053
228,will-vote,B,susceptible,FALSE,neutral,-6.186159072,-15.23825291
219,will-not-vote,A,susceptible,FALSE,neutral,-2.886349542,-3.966416501
8,will-vote,B,susceptible,FALSE,neutral,-0.47126578,6.398678563
462,will-vote,A,susceptible,FALSE,neutral,-13.23616293,7.848510263
58,will-vote,A,susceptible,FALSE,neutral,-10.38918641,-13.16351375
13,will-vote,B,susceptible,FALSE,neutral,10.98940091,-10.67669904
88,will-not-vote,A,susceptible,FALSE,neutral,-14.92397908,8.276562372
55,will-vote,B,susceptible,FALSE,neutral,3.086566212,11.22602068
54,will-vote,B,susceptible,FALSE,neutral,3.126405458,11.25349446
174,will-vote,A,susceptible,FALSE,neutral,8.207310491,12.85725636
79,will-not-vote,None,susceptible,FALSE,neutral,-9.084138695,1.699490919
38,will-vote,B,susceptible,FALSE,neutral,-15.09388716,-16.32260168
63,will-not-vote,A,susceptible,FALSE,neutral,-2.188016725,16.08845123
122,will-not-vote,A,susceptible,FALSE,neutral,5.61304749,5.912462991
388,will-vote,B,susceptible,FALSE,neutral,-13.85105856,2.092095107
341,will-vote,B,infected,TRUE,partyB,-4.026346112,0.94999916
59,will-not-vote,None,susceptible,FALSE,neutral,4.390368014,-15.26992889
449,will-not-vote,A,susceptible,FALSE,neutral,-11.06569662,14.52779004
3,will-vote,B,susceptible,FALSE,neutral,1.579571108,-9.804546082
254,will-vote,B,susceptible,FALSE,neutral,12.3616113,11.07556048
229,will-not-vote,A,susceptible,FALSE,neutral,12.45467513,4.183925218
370,will-vote,B,susceptible,FALSE,neutral,-6.268313862,11.09097996
12,will-not-vote,A,susceptible,FALSE,neutral,1.372390933,2.027067007
325,will-vote,B,susceptible,FALSE,neutral,13.19400762,-1.755221748
266,will-vote,B,susceptible,FALSE,neutral,14.38794103,12.68492757
441,will-not-vote,None,infected,FALSE,neutral,4.733017177,15.19622136
175,will-vote,A,susceptible,FALSE,neutral,-8.007230007,3.737788235
440,will-not-vote,None,susceptible,FALSE,neutral,-15.70049371,-9.530525951
299,will-vote,A,susceptible,FALSE,neutral,-3.909442133,-6.507099766
327,will-not-vote,None,infected,FALSE,neutral,-11.65409063,1.120713651
411,will-vote,A,infected,TRUE,partyA,10.61444445,-11.78190574
53,will-vote,B,susceptible,FALSE,neutral,16.14825473,1.611796183
404,will-vote,B,susceptible,FALSE,neutral,-2.545031353,-4.762004044
118,will-not-vote,None,susceptible,FALSE,neutral,6.681373244,-15.50304365
180,will-not-vote,B,susceptible,FALSE,neutral,-8.327503257,-6.156364572
469,will-not-vote,None,susceptible,FALSE,neutral,-14.85663516,-14.04427482
240,will-vote,B,susceptible,FALSE,neutral,11.18587606,-7.620401211
400,will-not-vote,None,susceptible,FALSE,neutral,-11.46099001,-13.38963876
434,will-not-vote,A,susceptible,FALSE,neutral,-4.649321223,-16.30143464
24,will-vote,B,susceptible,FALSE,neutral,-5.239176972,15.72176497
33,will-not-vote,A,susceptible,FALSE,neutral,14.41457636,-13.33256159
232,will-vote,A,susceptible,FALSE,neutral,-10.99088787,-10.13043119
478,will-vote,A,susceptible,FALSE,neutral,-9.830952164,8.419846261
256,will-vote,B,susceptible,FALSE,neutral,3.52650071,5.858090562
231,will-vote,B,susceptible,FALSE,neutral,-11.70504159,6.870898124
351,will-not-vote,B,susceptible,FALSE,neutral,3.92570648,-5.137047116
454,will-vote,B,susceptible,FALSE,neutral,-4.151628183,-9.625847482
126,will-vote,A,infected,TRUE,partyA,3.788570736,-0.459197509
314,will-vote,B,susceptible,FALSE,neutral,5.294660051,-13.29865915
19,will-vote,A,susceptible,FALSE,neutral,-15.15306612,11.55243385
224,will-not-vote,A,susceptible,FALSE,neutral,-7.485897379,-12.30799045
289,will-not-vote,B,infected,TRUE,partyB,-5.868541144,-5.795563918
479,will-vote,A,infected,TRUE,partyA,-11.68731232,2.009287901
376,will-vote,A,infected,TRUE,partyA,15.30792336,-1.873403768
471,will-vote,B,infected,TRUE,partyB,5.48265362,0.700275402
225,will-vote,A,susceptible,FALSE,neutral,-12.25009073,-10.82585528
371,will-vote,A,susceptible,FALSE,neutral,-11.32946046,-13.92821456
349,will-vote,A,susceptible,FALSE,neutral,12.94970574,-10.67906076
475,will-vote,B,susceptible,FALSE,neutral,-9.503859382,6.304307488
216,will-not-vote,B,susceptible,FALSE,neutral,1.672018087,14.73639877
47,will-vote,A,susceptible,FALSE,neutral,2.05370538,-7.441587763
62,will-vote,A,susceptible,FALSE,neutral,2.806179729,-5.900360957
214,will-vote,A,susceptible,FALSE,neutral,-0.373063386,-4.21525368
46,will-vote,A,infected,TRUE,partyA,-10.55322984,11.18561253
360,will-vote,A,susceptible,FALSE,neutral,-11.35171889,8.505244574
403,will-vote,A,susceptible,FALSE,neutral,9.678459879,11.12822617
393,will-not-vote,None,susceptible,FALSE,neutral,6.245020685,6.278828573
381,will-vote,B,susceptible,FALSE,neutral,-7.406151664,12.30361419
91,will-vote,A,susceptible,FALSE,neutral,0.303053767,-0.485223925
427,will-vote,B,susceptible,FALSE,neutral,-2.597076176,5.277282696
378,will-not-vote,B,susceptible,FALSE,neutral,-14.15958959,-9.383756368
197,will-not-vote,A,infected,TRUE,partyA,2.059584873,-12.92154582
460,will-vote,A,susceptible,FALSE,neutral,-14.37152204,14.33091922
151,will-vote,B,susceptible,FALSE,neutral,-12.73707065,-3.312772077
433,will-vote,A,susceptible,FALSE,neutral,13.6269833,-2.065075003
465,will-not-vote,None,susceptible,FALSE,neutral,-13.40185129,-3.477059362
208,will-vote,B,susceptible,FALSE,neutral,13.12459763,-12.4021462
444,will-not-vote,A,susceptible,FALSE,neutral,6.01996295,9.01986955
2,will-not-vote,B,susceptible,FALSE,neutral,-10.96253422,8.198010666
11,will-vote,A,susceptible,FALSE,neutral,14.86690918,-13.30336949
137,will-vote,B,susceptible,FALSE,neutral,-6.050200571,-15.59058228
307,will-vote,B,susceptible,FALSE,neutral,8.308733881,-3.628520942
